threshold,precision,recall,f1
0.28091129660606384,0.620288123541383,1.0,0.7656516326067369
3.859446927152499,0.7488339783665774,0.027116768123962368,0.05233826359868912
7.437982557698934,0.7638931065897357,0.018079043258899374,0.03532211862502808
11.016518188245369,0.34175334323922735,0.00041325580893926216,0.0008255133885709466
14.595053818791804,0.29213483146067415,0.00023357937027001775,0.00046678551744072275
18.173589449338238,0.1348314606741573,8.624469056123733e-05,0.0001723791191427012
21.752125079884674,0.14501510574018128,8.624469056123733e-05,0.0001723868576569394
25.33066071043111,0.2532467532467532,7.007381108100533e-05,0.00014010885380179988
28.909196340977545,0.2565789473684211,7.007381108100533e-05,0.00014010935714952902
32.48773197152398,0.26,7.007381108100533e-05,0.00014010986050087482
36.06626760207041,0.09482758620689655,1.9764408253616886e-05,3.952057944355024e-05
39.64480323261685,0.2558139534883721,1.9764408253616886e-05,3.952576271247343e-05
43.223338863163285,0.2558139534883721,1.9764408253616886e-05,3.952576271247343e-05
46.80187449370972,0.2558139534883721,1.9764408253616886e-05,3.952576271247343e-05
50.38041012425616,0.2619047619047619,1.9764408253616886e-05,3.952583372559729e-05
53.95894575480259,0.2619047619047619,1.9764408253616886e-05,3.952583372559729e-05
57.537481385349025,0.2619047619047619,1.9764408253616886e-05,3.952583372559729e-05
61.11601701589546,0.2619047619047619,1.9764408253616886e-05,3.952583372559729e-05
64.69455264644189,0.2619047619047619,1.9764408253616886e-05,3.952583372559729e-05
68.27308827698833,0.2619047619047619,1.9764408253616886e-05,3.952583372559729e-05
71.85162390753476,0.0,0.0,0.0
75.4301595380812,0.0,0.0,0.0
79.00869516862764,0.0,0.0,0.0
82.58723079917407,0.0,0.0,0.0
86.1657664297205,0.0,0.0,0.0
89.74430206026695,0.0,0.0,0.0
93.32283769081337,0.0,0.0,0.0
96.90137332135981,0.0,0.0,0.0
100.47990895190625,0.0,0.0,0.0
104.05844458245268,0.0,0.0,0.0
107.63698021299912,0.0,0.0,0.0
111.21551584354555,0.0,0.0,0.0
114.79405147409199,0.0,0.0,0.0
118.37258710463843,0.0,0.0,0.0
121.95112273518485,0.0,0.0,0.0
125.5296583657313,0.0,0.0,0.0
129.10819399627772,0.0,0.0,0.0
132.68672962682416,0.0,0.0,0.0
136.2652652573706,0.0,0.0,0.0
139.84380088791704,0.0,0.0,0.0
143.42233651846345,0.0,0.0,0.0
147.0008721490099,0.0,0.0,0.0
150.57940777955633,0.0,0.0,0.0
154.15794341010277,0.0,0.0,0.0
157.73647904064921,0.0,0.0,0.0
161.31501467119566,0.0,0.0,0.0
164.89355030174207,0.0,0.0,0.0
168.4720859322885,0.0,0.0,0.0
172.05062156283495,0.0,0.0,0.0
175.6291571933814,0.0,0.0,0.0
179.20769282392783,0.0,0.0,0.0
182.78622845447424,0.0,0.0,0.0
186.36476408502068,0.0,0.0,0.0
189.94329971556712,0.0,0.0,0.0
193.52183534611356,0.0,0.0,0.0
197.10037097666,0.0,0.0,0.0
200.67890660720644,0.0,0.0,0.0
204.25744223775285,0.0,0.0,0.0
207.8359778682993,0.0,0.0,0.0
211.41451349884574,0.0,0.0,0.0
214.99304912939218,0.0,0.0,0.0
218.57158475993862,0.0,0.0,0.0
222.15012039048503,0.0,0.0,0.0
225.72865602103147,0.0,0.0,0.0
229.3071916515779,0.0,0.0,0.0
232.88572728212435,0.0,0.0,0.0
236.4642629126708,0.0,0.0,0.0
240.0427985432172,0.0,0.0,0.0
243.62133417376364,0.0,0.0,0.0
247.19986980431008,0.0,0.0,0.0
250.77840543485652,0.0,0.0,0.0
254.35694106540296,0.0,0.0,0.0
257.9354766959494,0.0,0.0,0.0
261.51401232649584,0.0,0.0,0.0
265.09254795704226,0.0,0.0,0.0
268.67108358758867,0.0,0.0,0.0
272.24961921813514,0.0,0.0,0.0
275.82815484868155,0.0,0.0,0.0
279.406690479228,0.0,0.0,0.0
282.98522610977443,0.0,0.0,0.0
286.56376174032084,0.0,0.0,0.0
290.1422973708673,0.0,0.0,0.0
293.7208330014137,0.0,0.0,0.0
297.2993686319602,0.0,0.0,0.0
300.8779042625066,0.0,0.0,0.0
304.4564398930531,0.0,0.0,0.0
308.0349755235995,0.0,0.0,0.0
311.6135111541459,0.0,0.0,0.0
315.19204678469237,0.0,0.0,0.0
318.7705824152388,0.0,0.0,0.0
322.34911804578525,0.0,0.0,0.0
325.92765367633166,0.0,0.0,0.0
329.50618930687807,0.0,0.0,0.0
333.08472493742454,0.0,0.0,0.0
336.66326056797095,0.0,0.0,0.0
340.2417961985174,0.0,0.0,0.0
343.82033182906383,0.0,0.0,0.0
347.39886745961024,0.0,0.0,0.0
350.9774030901567,0.0,0.0,0.0
354.5559387207031,0.0,0.0,0.0
