threshold,precision,recall,f1
1681.489319461075,1.0,1.0,1.0
1705.644303211615,1.0,1.0,1.0
1729.7992869621546,1.0,1.0,1.0
1753.9542707126943,1.0,1.0,1.0
1778.1092544632343,1.0,1.0,1.0
1802.264238213774,1.0,1.0,1.0
1826.419221964314,1.0,1.0,1.0
1850.5742057148536,1.0,1.0,1.0
1874.7291894653933,1.0,1.0,1.0
1898.8841732159333,1.0,1.0,1.0
1923.039156966473,1.0,1.0,1.0
1947.194140717013,1.0,1.0,1.0
1971.3491244675527,1.0,1.0,1.0
1995.5041082180926,1.0,1.0,1.0
2019.6590919686323,1.0,1.0,1.0
2043.814075719172,1.0,1.0,1.0
2067.9690594697117,1.0,1.0,1.0
2092.1240432202517,1.0,1.0,1.0
2116.2790269707916,1.0,1.0,1.0
2140.4340107213316,1.0,1.0,1.0
2164.588994471871,1.0,1.0,1.0
2188.743978222411,1.0,1.0,1.0
2212.898961972951,1.0,1.0,1.0
2237.0539457234904,1.0,1.0,1.0
2261.2089294740304,1.0,1.0,1.0
2285.3639132245703,1.0,1.0,1.0
2309.5188969751102,1.0,1.0,1.0
2333.6738807256497,1.0,1.0,1.0
2357.8288644761897,1.0,1.0,1.0
2381.9838482267296,1.0,1.0,1.0
2406.138831977269,1.0,1.0,1.0
2430.293815727809,1.0,1.0,1.0
2454.448799478349,1.0,1.0,1.0
2478.603783228889,1.0,1.0,1.0
2502.7587669794284,1.0,1.0,1.0
2526.9137507299683,1.0,1.0,1.0
2551.0687344805083,1.0,1.0,1.0
2575.2237182310478,1.0,1.0,1.0
2599.3787019815877,1.0,1.0,1.0
2623.5336857321277,1.0,1.0,1.0
2647.688669482667,1.0,1.0,1.0
2671.843653233207,1.0,1.0,1.0
2695.998636983747,1.0,1.0,1.0
2720.153620734287,1.0,1.0,1.0
2744.3086044848264,1.0,1.0,1.0
2768.4635882353664,1.0,1.0,1.0
2792.6185719859063,1.0,1.0,1.0
2816.773555736446,1.0,1.0,1.0
2840.9285394869858,1.0,1.0,1.0
2865.0835232375257,1.0,1.0,1.0
2889.2385069880656,1.0,1.0,1.0
2913.393490738605,1.0,1.0,1.0
2937.548474489145,1.0,1.0,1.0
2961.703458239685,1.0,1.0,1.0
2985.8584419902245,1.0,1.0,1.0
3010.0134257407644,1.0,1.0,1.0
3034.1684094913044,1.0,1.0,1.0
3058.3233932418443,1.0,1.0,1.0
3082.478376992384,1.0,1.0,1.0
3106.6333607429237,1.0,1.0,1.0
3130.7883444934637,1.0,1.0,1.0
3154.943328244003,1.0,1.0,1.0
3179.098311994543,1.0,1.0,1.0
3203.253295745083,1.0,1.0,1.0
3227.408279495623,1.0,1.0,1.0
3251.5632632461625,1.0,1.0,1.0
3275.7182469967024,1.0,1.0,1.0
3299.8732307472424,1.0,1.0,1.0
3324.028214497782,1.0,1.0,1.0
3348.183198248322,1.0,1.0,1.0
3372.3381819988617,1.0,1.0,1.0
3396.4931657494017,1.0,1.0,1.0
3420.648149499941,1.0,1.0,1.0
3444.803133250481,1.0,1.0,1.0
3468.958117001021,1.0,1.0,1.0
3493.1131007515605,1.0,1.0,1.0
3517.2680845021005,1.0,1.0,1.0
3541.4230682526404,1.0,1.0,1.0
3565.5780520031803,1.0,1.0,1.0
3589.73303575372,1.0,1.0,1.0
3613.88801950426,1.0,1.0,1.0
3638.0430032547997,1.0,1.0,1.0
3662.197987005339,1.0,1.0,1.0
3686.352970755879,1.0,1.0,1.0
3710.507954506419,1.0,1.0,1.0
3734.6629382569586,1.0,1.0,1.0
3758.8179220074985,1.0,1.0,1.0
3782.9729057580385,1.0,1.0,1.0
3807.1278895085784,1.0,1.0,1.0
3831.282873259118,1.0,1.0,1.0
3855.437857009658,1.0,1.0,1.0
3879.5928407601978,1.0,1.0,1.0
3903.7478245107372,1.0,1.0,1.0
3927.902808261277,1.0,1.0,1.0
3952.057792011817,1.0,1.0,1.0
3976.212775762357,1.0,1.0,1.0
4000.3677595128966,1.0,1.0,1.0
4024.5227432634365,1.0,1.0,1.0
4048.6777270139764,1.0,1.0,1.0
4072.832710764516,1.0,1.0,1.0
4096.987694515055,1.0,1.0,1.0
4121.142678265595,1.0,0.5,0.6666666666666666
4145.297662016135,1.0,0.5,0.6666666666666666
4169.452645766675,1.0,0.5,0.6666666666666666
4193.607629517215,1.0,0.5,0.6666666666666666
4217.762613267755,1.0,0.5,0.6666666666666666
4241.917597018295,1.0,0.5,0.6666666666666666
4266.072580768835,1.0,0.5,0.6666666666666666
4290.227564519374,1.0,0.5,0.6666666666666666
4314.382548269914,1.0,0.5,0.6666666666666666
4338.537532020454,1.0,0.5,0.6666666666666666
4362.692515770994,1.0,0.5,0.6666666666666666
4386.847499521534,1.0,0.5,0.6666666666666666
4411.002483272074,1.0,0.5,0.6666666666666666
4435.157467022614,1.0,0.5,0.6666666666666666
4459.312450773153,1.0,0.5,0.6666666666666666
4483.467434523693,1.0,0.5,0.6666666666666666
4507.622418274233,1.0,0.5,0.6666666666666666
4531.7774020247725,1.0,0.5,0.6666666666666666
4555.9323857753125,1.0,0.5,0.6666666666666666
4580.087369525852,1.0,0.5,0.6666666666666666
4604.242353276392,1.0,0.5,0.6666666666666666
4628.397337026931,1.0,0.5,0.6666666666666666
4652.552320777471,1.0,0.5,0.6666666666666666
4676.707304528011,1.0,0.5,0.6666666666666666
4700.862288278551,1.0,0.5,0.6666666666666666
4725.017272029091,1.0,0.5,0.6666666666666666
4749.172255779631,1.0,0.5,0.6666666666666666
4773.327239530171,1.0,0.5,0.6666666666666666
4797.48222328071,1.0,0.5,0.6666666666666666
4821.63720703125,1.0,0.5,0.6666666666666666
