threshold,precision,recall,f1
0.28056663274765015,0.6202867409078345,1.0,0.7656505793046143
3.4053093580284504,0.417698423041835,0.034551779156095704,0.06382406728244888
6.530052083309251,0.7536471649872162,0.018007172683431678,0.03517392174135831
9.65479480859005,0.32887700534759357,0.0004420040391263413,0.0008828215839111148
12.779537533870851,0.34191176470588236,0.0003341981759247946,0.0006677436725901992
15.904280259151651,0.28991596638655465,0.0002479534853635573,0.0004954832038374816
19.02902298443245,0.1043956043956044,6.827704669431288e-05,0.0001364648423471953
22.15376570971325,0.11377245508982035,6.827704669431288e-05,0.00013647219379051521
25.278508434994052,0.21739130434782608,5.390293160077333e-05,0.00010777913898838502
28.403251160274852,0.21739130434782608,5.390293160077333e-05,0.00010777913898838502
31.527993885555652,0.21739130434782608,5.390293160077333e-05,0.00010777913898838502
34.652736610836456,0.21739130434782608,5.390293160077333e-05,0.00010777913898838502
37.77747933611725,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
40.90222206139805,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
44.02696478667885,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
47.15170751195966,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
50.276450237240454,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
53.40119296252125,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
56.525935687802054,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
59.65067841308286,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
62.775421138363654,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
65.90016386364445,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
69.02490658892526,0.23529411764705882,1.4374115093539554e-05,2.874647406529043e-05
72.14964931420606,0.0,0.0,0.0
75.27439203948686,0.0,0.0,0.0
78.39913476476765,0.0,0.0,0.0
81.52387749004845,0.0,0.0,0.0
84.64862021532926,0.0,0.0,0.0
87.77336294061006,0.0,0.0,0.0
90.89810566589085,0.0,0.0,0.0
94.02284839117166,0.0,0.0,0.0
97.14759111645246,0.0,0.0,0.0
100.27233384173326,0.0,0.0,0.0
103.39707656701405,0.0,0.0,0.0
106.52181929229485,0.0,0.0,0.0
109.64656201757566,0.0,0.0,0.0
112.77130474285646,0.0,0.0,0.0
115.89604746813725,0.0,0.0,0.0
119.02079019341807,0.0,0.0,0.0
122.14553291869886,0.0,0.0,0.0
125.27027564397966,0.0,0.0,0.0
128.39501836926047,0.0,0.0,0.0
131.51976109454125,0.0,0.0,0.0
134.64450381982206,0.0,0.0,0.0
137.76924654510287,0.0,0.0,0.0
140.89398927038366,0.0,0.0,0.0
144.01873199566447,0.0,0.0,0.0
147.14347472094525,0.0,0.0,0.0
150.26821744622606,0.0,0.0,0.0
153.39296017150687,0.0,0.0,0.0
156.51770289678765,0.0,0.0,0.0
159.64244562206846,0.0,0.0,0.0
162.76718834734925,0.0,0.0,0.0
165.89193107263006,0.0,0.0,0.0
169.01667379791087,0.0,0.0,0.0
172.14141652319165,0.0,0.0,0.0
175.26615924847246,0.0,0.0,0.0
178.39090197375327,0.0,0.0,0.0
181.51564469903406,0.0,0.0,0.0
184.64038742431487,0.0,0.0,0.0
187.76513014959568,0.0,0.0,0.0
190.88987287487646,0.0,0.0,0.0
194.01461560015727,0.0,0.0,0.0
197.13935832543805,0.0,0.0,0.0
200.26410105071886,0.0,0.0,0.0
203.38884377599967,0.0,0.0,0.0
206.51358650128046,0.0,0.0,0.0
209.63832922656127,0.0,0.0,0.0
212.76307195184205,0.0,0.0,0.0
215.88781467712286,0.0,0.0,0.0
219.01255740240367,0.0,0.0,0.0
222.13730012768445,0.0,0.0,0.0
225.26204285296527,0.0,0.0,0.0
228.38678557824608,0.0,0.0,0.0
231.51152830352686,0.0,0.0,0.0
234.63627102880767,0.0,0.0,0.0
237.76101375408848,0.0,0.0,0.0
240.88575647936926,0.0,0.0,0.0
244.01049920465007,0.0,0.0,0.0
247.13524192993086,0.0,0.0,0.0
250.25998465521167,0.0,0.0,0.0
253.38472738049248,0.0,0.0,0.0
256.5094701057733,0.0,0.0,0.0
259.63421283105407,0.0,0.0,0.0
262.75895555633485,0.0,0.0,0.0
265.8836982816157,0.0,0.0,0.0
269.0084410068965,0.0,0.0,0.0
272.13318373217726,0.0,0.0,0.0
275.2579264574581,0.0,0.0,0.0
278.3826691827389,0.0,0.0,0.0
281.50741190801966,0.0,0.0,0.0
284.63215463330044,0.0,0.0,0.0
287.7568973585813,0.0,0.0,0.0
290.88164008386207,0.0,0.0,0.0
294.00638280914285,0.0,0.0,0.0
297.1311255344237,0.0,0.0,0.0
300.25586825970447,0.0,0.0,0.0
303.38061098498525,0.0,0.0,0.0
306.5053537102661,0.0,0.0,0.0
309.6300964355469,0.0,0.0,0.0
