model_load_time_s,total_events,batch_size,repeat_index,total_time_s,events_per_second,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,failed_events,process_cpu_time_s,cpu_time_per_event_ms,memory_rss_mb_before,memory_rss_mb_after,memory_rss_delta_mb,peak_memory_mb
0.006422500002372544,1000,1,2,2.566461458001868,389.6415420080204,2.564672358956159,2.444649999233661,3.212134050045279,4.382893001602497,5.988600001728628,0,2.5664525000000005,2.5664525000000005,,,,144.15625
0.006422500002372544,1000,1,3,2.5588606590026757,390.79892704659943,2.5571628589896136,2.4632995009596925,3.0749649484278048,4.232804006969673,4.967900000337977,0,2.5588228000000015,2.5588228000000015,,,,144.15625
0.006422500002372544,1000,10,1,2.6679174960008822,374.8241845930266,2.6666589960332203,2.429099500659504,3.4662999509237116,11.595325002381287,13.386198999796761,0,2.6679052,2.6679052,,,,144.15625
0.006422500002372544,1000,10,2,2.5124550410000666,398.0170724177243,2.5113346410398663,2.4186494993045926,2.991159948396671,4.030763991759159,5.3035999990243,0,2.5124562000000026,2.5124562000000026,,,,144.15625
0.006422500002372544,1000,10,3,2.6797596180003893,373.1677995603913,2.678501718935877,2.5165495007968275,3.5692249524799986,4.747847991493472,7.031198998447508,0,2.6797313000000003,2.6797313000000003,,,,144.15625
0.006422500002372544,1000,50,1,2.945773626997834,339.4693980674759,2.9445522269888897,2.4835994991008192,4.130774001168897,12.031983991728337,16.447898000478745,0,2.94576,2.94576,,,,144.15625
0.006422500002372544,1000,50,2,2.6807712010013347,373.0269855280731,2.67957480097175,2.5090494982578093,3.541943998789065,5.207882996728586,9.295999003370525,0,2.680743900000003,2.680743900000003,,,,144.28125
0.006422500002372544,1000,50,3,2.7943724789984117,357.8620987415502,2.7930311789896223,2.4798989998089382,3.7694389986427264,13.71385899670713,16.85979700050666,0,2.7943499000000003,2.7943499000000003,,,,144.28125
0.006422500002372544,1000,100,1,2.7634429119971173,361.8674356031145,2.7624110119068064,2.4799990005703876,3.9319089981290714,9.271887998620507,13.90329700006987,0,2.763427700000001,2.763427700000001,,,,144.28125
0.006422500002372544,1000,100,2,2.5560182480003277,391.23351360356634,2.5550144480621384,2.4215499997808365,3.2380100004957044,4.422477988846365,5.894298999919556,0,2.556010300000004,2.556010300000004,,,,144.28125
